Actual,Predicted,ROUGE-1,ROUGE-2,ROUGE-L,ROUGE-Lsum
"Mohammed Ali Malek, 27, has been charged with multiple manslaughter .
Arrived in Malta on Italian rescue ship with bodies of 24 migrant victims .
He was arrested alongside his 26-year-old Syrian 'smuggler accomplice'
Prosecutors say Malek crashed into ship which had come to its rescue .
Migrants then shifted position as result of collision, causing it to capsize .","Mohammed Ali Malek, 27, was arrested when he stepped onto Sicilian soil last night, some 24 hours after his boat capsized in the Mediterranean. Before leaving the Italian coastguard vessel, however, he was forced to watch the bodies of 24 victims of the tragedy being carried off the ship for burial on the island of Malta. He was later charged with multiple manslaughter, causing a shipwreck and aiding illegal immigration. Survivors told how women and children died 'like rats in a cage' after being locked into the boat's hold by callous traffickers in Libya.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Lippert, 42, suffered deep gashes to his hand when he was assaulted by knife-wielding nationalist Kim Ki-Jong in central Seoul last month .
'It is an amazing apparatus, one I haven't seen before - so innovative and creative,' he wrote on Facebook .","Mark Lippert, 42, suffered deep gashes to his cheek and hand when he was assaulted by knife-wielding nationalist Kim Ki-Jong at a breakfast function in central Seoul last month. The envoy required 80 stitches to the wound on his face and two-and-a-half hours of surgery. The brace was created by Seoul’s Severance Hospital and Lippert marveled at how quickly they had constructed it. Kim Ki-Jong, 55, was a known maverick activist who had been handed a two-year suspended sentence in 2010 for hurling a rock at the then Japanese ambassador to Seoul. He has denied",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Alastair Cook completed his century on the second morning of action .
England captain resumed on 95 and reached three figures before retiring .
That allowed Ian Bell to arrive at the crease as tourists continued to bat .",Alastair Cook completed a century on the second morning of England's opening tour match in the West Indies. Cook resumed on 95 and reached three figures with minimal fuss before retiring out. Cook offered a gentle wave of the bat and a handshake to partner Gary Ballance and walked off on 101 from 200 deliveries.,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"U.S. hostage Warren Weinstein is believed to have been accidentally killed in counter-terrorism strike .
Peter Bergen: U.S. should rethink hostage policy to increase chances of freeing those held .","The U.S. government made no serious effort to negotiate for the 73-year-old development expert's release, either directly to al Qaeda or through proxies in Pakistan, a senior U.S. official told CNN.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Sofia Davila, 21, nicknamed the 'Black Widow of Facebook' over crimes .
Caught after going to police, claiming she was forced out her victim's flat .
She has admitted bedding and robbing 15 men after spiking their drinks .","Argentinian con-artist Sofia Davila, 21, posted raunchy pictures or herself online. She flirted with unsuspecting men she had contacted on the social network. When they did, she would spike their drinks and wait for them to fall unconscious before ransacking their homes.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Australian Fashion Report revealed the Australian-sold brands and companies that ignore the exploitation of their overseas workers .
Lowes, Industrie, Best & Less and the Just Group - which includes Just Jeans, Portmans and Dotti - were  some of the worst performers .
Etiko, Audrey Blue, Cotton On, H&M and Zara had some of the best scores .
75 per cent of companies don't know the source of all their fabrics and inputs .","Lowes, Industrie, Best & Less and the Just Group - which includes Just Jeans, Portmans and Dotti - were identified as some of the worst performing companies by The 2015 Australian Fashion Report. Amongst the best performers were Etiko, Audrey Blue, Cotton On, H&M and Zara.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Arsenal take on Stoke City in Barclays Under 21 Premier League clash .
Jack Wilshere and club captain Mikel Arteta have been out since November .
Abou Diaby has been ravaged by injuries during nine-year spell at club .
Arteta, Wilshere and Diaby are all close to first-team returns .
Young winger Serge Gnabry also in the side on return from injury .
READ: Arsenal's Alex Oxlade-Chamberlain, Calum Chambers, Jack Wilshere and Danny Welbeck keep their agents close .
CLICK HERE for all the latest Arsenal news .","Jack Wilshere, Mikel Arteta and Abou Diaby have all been handed starts for the club's Under 21s game on Tuesday night. Wilshere has been out of action since November after breaking his foot against Manchester United. Teenage winger Serge Gnabry is also in the starting line-up. Wilshere watched Arsenal beat Liverpool 4-1 in the Premier League last week.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Prasanna Arulchelvam leapt into van as it sped away but was pushed out .
His head hit the ground with a 'nasty crunch' and he died 11 days later .
A gang tried to steal cigarettes from the victim's van before he gave chase .
All three have now been jailed, including the man who pushed Mr Prasanna .","Prasanna ‘Nick’ Arulchelvam ran and jumped through an open side door of their van. He was pushed out and hit the ground as the vehicle sped away. Michael McInerney, 34, was jailed for 11 years after admitting to pushing Mr Prasanna to his death.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Smoke from massive fires in Siberia created fiery sunsets in the Pacific Northwest .
Atmospheric winds carried smoke from the wildfires across the Pacific Ocean .
Smoke particles altered wavelengths from the sun, creating a more intense color .",Seattle native Tim Durkan captured a handful of aerial shots of the sunset warming the city's skyline and shared them on CNN iReport. The stunning sunsets were the result of raging wildfires in parts of Siberia.,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Scientists say camel was left in Tulln after the 1683 siege of Vienna .
It would have shocked residents as camels were an alien species .
'They didn't know what to feed it or whether one could eat it,' study said .
Ottoman army used camels for transportation and as riding animals .",Archaeologists have uncovered the complete skeleton of a 17th-century camel that was likely used in the second Ottoman-Habsburg war. They believe the camel - the first intact camel skeleton found in central Europe - may have been left in the town of Tulln for trading after the siege of Vienna in 1683. Genetic analysis of the beast show that it was a Bactrian-dromedary hybrid – a breed popular in the Ottoman army at the time. Genetic analysis of the beast show that it was a Bactrian-dromedary hybrid – a breed popular in the Ottoman,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Ben Affleck admits he asked PBS show ""Finding Your Roots"" to avoid mentioning his slave-owning ancestor .
Dean Obeidallah says the actor and the show were right to leave the detail out .","Ben Affleck, who lobbied producers of a PBS show to remove any reference to his great-great-great grandfather Benjamin Cole, a Georgia slave owner in the mid-1800's, in an episode that looked at Affleck's family history.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Mered Medhanie and Ermias Ghermay 'have made £72m in last two years'
Medhanie heard on police wiretap mocking the fatal overcrowding of ships .
Ghermay reportedly said: 'I don't know what happened, they probably died'
Pair wanted over major smuggling ring, but are hiding in lawless Libya .","Eritrean called Mered Medhanie, also known as The General, was heard laughing on a police wiretap about overloading migrant ships. He is thought to have made £72million with Medhanie from smuggling in the last two years. Ghermay is thought to have made £72million with Medhanie from smuggling in the last two years.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Beatrice seen watching race on terrace with the Gulf state's Crown Prince .
Marks 13th holiday since November last year, and fourth in a month .
Princess quit her job at Sony Pictures in New York before Christmas .
Despite that she is described as working full-time on her father's website .","'She was walking behind the Crown Prince of Bahrain. She was introduced to the recently abdicated King Carlos of Spain and curtseyed,' a source said. Beatrice is described as 'working full-time' on her father's website.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Justice Dept. sent 7-page letter to House Speaker John Boehner explaining why the former IRS official was allowed to plead the Fifth Amendment .
Federal prosecutor in charge of the case sent his decision to Capitol Hill on the last day before his own resignation took effect .
Lerner offered a self-serving opening statement during a 2013 hearing, but refused to take questions even though she was under subpoena .
Hearing focused on the IRS's habit of targeting conservative groups with special scrutiny based on words like 'patriots' or 'tea party' in their names .
The DOJ says she can't be prosecuted for defying the subpoena 'because she made only general claims of innocence' and offered few details .","U.S. Attorney Ronald Machen told House Speaker John Boehner in a seven-page letter that Lerner could wrap herself in the U.S. Constitution's Fifth Amendment. Lerner has long been in the GOP's crosshairs because she led the IRS department tasked with approving nonprofit groups' applications for tax-exempt status. Beginning in 2010, the department gave conservative groups with words like 'patriots' or 'tea party' in their names extra scrutiny, slow-walking their applications and keping many in limbo for years. The House Oversight and Government Reform Committee had subpoenaed Lerner after she refused",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Obama's point man in ISIS fight doesn't rule out U.S. military action beyond Iraq and Syria .
Brett McGurk: Iraqi leader making progress with Sunni tribes in planned Anbar offensive .","Brett McGurk: ISIS is a problem that is ""off the charts historically"" and has sent the United States into ""uncharted territory"" when it comes to putting down the terror group, Obama administration's point man in the fight recently told CNN.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Farage claims PM has been secretly using hair dye to turn back the years .
He said: 'Any man who can reverse the greying process I’m jealous of'
The PM has been accused of visiting stylists to keep hair looking youthful .","Nigel Farage said he was 'jealous' of how the Tory leader has reversed the greying process while in Downing Street. Mr Cameron has previously been accused of visiting stylists and even trichologists to keep his hair looking youthful. Mr Cameron, 48, has previously been accused of visiting stylists and even trichologists to keep his hair looking youthful.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Bomb expert David Hyche created the eggs when his daughter turned blind .
The children follow sound of a beeper in a plastic egg, trade it for candy .
He has now passed on the idea to Alabama Institute for Deaf and Blind .","David Hyche, now a special agent at the Bureau of Alcohol, Tobacco and Firearms (ATF), developed the technology nine years ago when his four-month-old daughter turned blind. A transmitter is placed inside plastic eggs that let off a high-pitched beeping sound. Now Hyche has passed on the idea to the Alabama Institute for Deaf and Blind in Birmingham.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"David Messerschmitt, 30, who met his wife in college, had been using Craigslist to solicit men, according to an affidavit on Tuesday .
Jamyra Gallmon, 21, 'contacted victim using a masculine-sounding email address and went to hotel with the intention of robbing him'
The pair got into a struggle on February 9 and she stabbed him repeatedly in the abdomen, back and groin .
The lawyer was found dead at the upscale Washington DC hotel after being reported missing by his wife .
Gallmon made an initial appearance on the murder charge Superior Court in DC on Thursday .","Jamyra Gallmon, 21, has been charged with first-degree murder while armed for allegedly killing David Messerschmitt, 30, on February 9. The woman admitted to police that she set up the lawyer using a masculine-sounding email address and went to the upscale Donovan hotel with the intention of robbing him. Messerschmitt had texted his wife Kim Vuong at 7.45pm on February 9 to tell her he would be home in an hour after leaving his law office. He never returned and the next day he was found dead at his hotel room with 'various credit cards strewn about'",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Serial killer Peter Sutcliffe, 68, was jailed for life for murdering 13 women .
Held at Broadmoor since being diagnosed with paranoid schizophrenia .
He is now being considered for a move to the low-security Priory unit .","Sutcliffe has spent more than three decades in Broadmoor for the savage killings of 13 women. But now, despite being one of the country’s most notorious serial killers, Sutcliffe may be moved to a cushy Priory unit set in Berkshire woodland. Sutcliffe is being lined up for the move after he expressed remorse and said he no longer hears the 'voices from God' Sutcliffe is currently said to be eating chocolate, watching television and listening to music, it was claimed.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"ISIS has announced that all nurses working for them must speak English .
Rule was one of the entry requirements for a new nursing school in Raqqa .
NHS has also attempted to introduce English language checks for nurses .
But despite the law being approved, a lengthy consultation process means EU-trained nurses are still being employed without English tests .","Militants have announced that all nurses working in areas under their control must speak English. Among them are rules that applicants are no more than 25 years of age, must be willing to work anywhere inside the territory controlled by the extremists. The document also states the importance of English - saying candidates will not be accepted without knowing how to speak and understand it.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Kevin Streelman beat Camilo Villegas on third play-off hole at Augusta .
Tiger Woods played in the par-three contest for the first time since 2004 .
Jack Nicklaus recorded his first ever hole-in-one at the Masters .",Jack Nicklaus recorded his first ever hole-in-one at the Masters on Wednesday. Camilo Villegas finished alongside Kevin Streelman on five under par. Tiger Woods played in the par-three contest for the first time in 11 years. Rory McIlroy had One Direction singer Niall Horan as his caddie.,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Boy, five, pelts police with stones as Palestinian protesters clash with Israeli police on the northern West Bank .
Violence erupted after more than 100 demonstrators took part in a rally to mark Palestinian Prisoners Day .
Israel has arrested around 800,000 Palestinians in the occupied territories since 1967 with 6,000 currently being held .","Five-year-old Palestinian boy, dressed in combat gear, pelted Israeli police with stones during clashes on the West Bank. The incident raised fears that Palestinian children are being encouraged to mimic violence. The incident raised fears that Palestinian children are being encouraged to emulate violence.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Fulham 2-2 Wigan Athletic: CLICK HERE to read the match report .
Latics came from behind twice to stun the Cottagers .
Gary Caldwell admitted his first taste of management was 'crazy'","Gary Caldwell admitted his first taste of management was 'crazy' following Wigan's 2-2 draw at Craven Cottage. The Latics may be heading for relegation but they proved they are ready to go down fighting after twice coming from behind to snatch a point. Caldwell, at 32, only replaced Malky Mackay on Wednesday and must have feared the worst when his side conceded after just three minutes to Ross McCormack's strike. Jason Pearce's 69th-minute effort, when he tucked in a corner at the far post, earned the Latics a point. Fulham should now be safe, having",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Melbourne penthouse apartment was sold to Chinese businessman for $25 million .
Penthouse is in Australia 108 development at Melbourne's Southbank .
The 750 square metre apartment is spread across entire 100th floor of super skyscraper .
The building will be 319 metres tall - the highest in the southern hemisphere .
Construction has started on the building and is due to be complete in 2019 .","The Melbourne apartment, which is spread across the entire 100th floor of skyscraper Australia 108, is the most expensive single apartment sold in the country. The businessman who splashed out on the 750 square metre apartment on Southbank promenade plans to live in the luxury pad when it is completed. It is tipped to have at least four bedrooms with huge walk in robes and ensuites. Construction has started on the building, which was designed by Fender Katsalidis Architects, and is due to be completed by 2019.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Jet Set Candy's Marry British Royalty Spinner Charm comes in 14K gold vermeil and sterling silver and retails for $198 and $148, respectively .","Jet Set Candy's Marry British Royalty Spinner Charm comes in 14K gold vermeil (L) and sterling silver (R) and retails for $198 and $148, respectively. 'Fancy your chances with Prince Harry? Got eyes for a Duke? Tie the knot with a British Royal and go from commoner to Queen. Your palace awaits!'",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Pit crew member Todd Phillips was hit by a car on Sunday during the inaugural IndyCar Grand Prix of Louisiana .
He was injured when he was struck by the car of Francesco Dracone, who had come in on Lap 25 for tires and fuel .
Phillips received stitches for a cut on his leg and has been released .
Dracone did not finish the race and wound up 23rd .","Todd Phillips of Franklin, Wisconsin, only sustained minor injuries to his leg. It was later reported that he was mowed down by the car of Francesco Dracone, who had come in on Lap 25 for tires and fuel. Dracone spun while exiting his put box, clipping Phillips' leg. Phillips hopes to be ready to return his car-servicing duties for the IndyCar race in Birmingham, Alabama, on April 26.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Photos taken for BBC show Being Human see Aidan Turner with a full 'rug'
...but his chest hair in Poldark's shirtless scenes looks distinctly pruned .
Fans take to Twitter to comment on new Poldark male grooming debate .
Aidan admits he uses baby oil to make his muscles look good in the series .",Aidan Turner has admitted to using baby oil to show off his physique to maximum effect. The Irish actor has admitted to using baby oil to show off his physique to maximum effect. Aidan's chest hair has been the subject of much viewer devotion throughout the series so far. Fans have taken to Twitter to comment on latest Poldark male grooming debate.,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Miliband overtakes David Cameron as the most popular political leader .
It is the first time that Labour leader has been ahead in approval ratings .
Labour Party has also taken a commanding four point lead over the Tories .",Labour leader Ed Miliband has jumped ahead of the Prime Minister in personal approval ratings. Labour Party has also taken a commanding four point lead over the Tories with just 28 days until polling day. Tories have pinned much of their election hopes on turning the campaign into a straight choice between Mr Cameron and the Labour leader.,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"#a**holeparents is a hashtag on Instagram to expose 'flawed parenting'
Parents posts pictures of their children crying with the hashtag .
Children are shown crying because they are being fed and cleaned .
'I wouldn't let her have a knife,' captioned one snap of a child sobbing .
The hashtag has almost 4000 posts from parents all over the world .","A new hashtag has popped up on social media site Instagram exposing some of the 'awful' things parents do to their children. Most of the photos show children crying, followed by an explanation of exactly what their parent has done to upset them so. 'I wouldn't let her have a knife, therefore I'm an #a**holeparent,' explained one parent alongside a picture of their daughter sobbing in a highchair. 'I wouldn't let her drink the bubble solution, therefore I'm an #a**holeparent,' wrote another, next to an image of more tears.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Cro Cop enjoyed revenge with third round knockout in Krakow .
Referee stepped in after Filipovic dropped Gabriel Gonzaga to floor .
Jimi Manuwa made successful return by outpointing Jan Blachowicz .",Mirko 'Cro Cop' Filipovic stopped Gabriel Gonzaga in the third round of their heavyweight rematch in Krakow. Filipovic had not fought in the UFC since 2011 and made a slow start as Gonzaga stalked his opponent. But the fight was turned on its head in what proved to be the final round. London's Jimi Manuwa outpointed Jan Blachowicz in the co-main event.,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"James Corden shared the picture on Thursday via Twitter .
Corden is currently in America filming late-night talk show Late Late .
David Beckham was a guest on the 36-year-old's show last month .",James Corden tweeted a picture on Thursday alongside Odell Beckham Jnr and David Beckham. Corden is currently filming late-night talk show Late Late in the States. Beckham's son Brooklyn is aiming to follow in his father's footsteps by becoming a footballer.,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Paulo Dybala is being tracked by Manchester United, Chelsea and Arsenal .
Inter Milan, Juventus and Paris Saint-Germain are among others interested .
Inter boss Roberto Mancini was spotted at the Palermo match on Sunday .
Palermo president Maurizio Zamparini is demanding £36m from PSG .
READ: Dybala says he would love a Serie A stay .","Palermo president Maurizio Zamparini has slapped a €50million (£36m) price tag on Paulo Dybala. Dybala is wanted by Manchester United, Chelsea, Arsenal, Inter Milan, Juventus and PSG. Roberto Mancini was spotted at the Stadio Ennio Tardini on Sunday. Palermo president Maurizio Zamparini has slapped a €50million (£36m) price tag on Dybala.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Main roads in Holborn are closed more than 24 hours after fire broke out .
More than 1,000 buildings remain without power as a result of the blaze .
Local businesses, government offices and tourist attractions are closed .
Commuters have been warned to avoid the area as witnesses describe long queues of buses .","More than 2,000 office workers had to be evacuated yesterday due to the fire in Holborn. The fire started in a tunnel carrying electrical cables, causing flames to erupt from the pavement and filling the area with smoke. More than 1,000 buildings remain without power today, with businesses, government departments and tourist attractions forced to close ahead of Easter weekend.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Boca Juniors defeated Palestino 2-0 with two late second-half goals .
Leandro Marin and Jonatan Calleri were both on the scoresheet .
Boca now face arch rivals River Plate in the Copa Libertadores last 16 .",Boca Juniors beat Chilean side Palestino 2-0 in injury time. Leandro Marin headed the Argentinian giants into the lead with a headed finish in the final minute. Internacional thumped Universidad de Chile 4-0 to top of Group Four.,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Gianni Paladini has registered as director of Bradford's holding company .
The Italian has been searching for new club since leaving QPR in 2011 .
Paladini made attempt to buy Birmingham and has been linked with Millwall .",Former QPR chairman Gianni Paladini has registered as a director of a new Bradford City holding company. The Italian has been searching for a way back into football since he left Loftus Road in 2011. He has attempted to buy Birmingham City from Carson Yeung. Paladini has previously attempted to buy Birmingham from Carson Yeung.,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Lee Tomlin's superb solo effort gave Middlesbrough a 50th minute lead .
Patrick Bamford doubled the hosts lead on 66 minutes .
Bamford could have made it 3-0 but saw his penalty saved late on .
Win moves Middlesbrough on to 78 points in the Championship in fourth .",Middlesbrough beat Rotherham 2-0 at home to Middlesbrough on Saturday. Lee Tomlin and Patrick Bamford scored the opening goals in the second half. Aitor Karanka's kept their automatic promotion hopes alive with 14th home win of the season.,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"James May reveals he celebrated prematurely by ordering £200,000 Ferrari .
Lucrative contract was in a draft form with only a few details to resolve .
But offer was taken away after Clarkson's infamous 'fracas' with producer .
May said trio planned to continue making show before leaving 'with dignity'","Jeremy Clarkson and his Top Gear colleagues had been on the brink of a lucrative new contract when Clarkson's infamous 'fracas' led to the offer being taken away. James May, 52, revealed that he had ordered the last ever Ferrari 458 Speciale - in bright orange - while the contract was still being finalised. May said the trio had planned to continue making the show until the end of the new contract before quitting 'with dignity' But Clarkson, 55, was sensationally sacked by the BBC last month and Richard Hammond, 45, joined May in confirming he will not return to Top Gear this week.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Steven Finn was left out of the England squad for the West Indies tour .
The Middlesex quick bowler has regained form after a tough 12 months .
Finn said he's back to bowling like he was as 'a carefree 21-year-old'
His last of 23 Test caps came for England back in 2013 .",Steven Finn believes he has regained his previous best form. The 26-year-old says he's been watching videos of his best spells. The 26-year-old admits he's 'had my trials and tribulations over the last 12 months',0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Tom Lineham scored two interception tries in an eye-catching display .
Jamie Shaul also crossed late on for the home side .
Kevin Brown and Patrick Ah Van replied for Widnes .","Tom Lineham scored two interception tries in an eye-catching hat-trick as Hull FC beat Widnes 22-8. Lineham scored a treble in a losing cause at Castleford last month but his efforts on Friday night settled a drab contest at the KC Stadium. The 22-year-old winger showed good opportunism and no little speed on two occasions to pluck passes out of the air and race over 90 metres to add to his early opener. Jamie Shaul went over late on to make sure of the two competition points for Hull, with tries from Kevin Brown and Patrick Ah Van unable to prevent Widnes from falling",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Current federal government guidelines dictate the people should limit their salt intake to 2,300 milligrams .
Scientists now believe a typical healthy person can consume as much as 6,000 milligrams per day without significantly raising health risks .
The same skeptics also warn of the health risks associated with consuming less than 3,000 milligrams .
Average American ingests about 3,500 milligrams of salt per day .","The average American ingests about 3,500 milligrams of salt per day - the amount of sodium in a teaspoon of salt - and so under the current dietary guidelines Americans are indeed endangering themselves. Experts on both sides agree that eating too much salt - especially for people with high blood pressure - can be dangerous there is much disagreement over what constitutes too much salt.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"The men are current or former Florida prison guards .
They are charged with one count of conspiracy to commit murder .","Two Florida corrections officers and one former officer trainee charged in plot to kill a former inmate. Thomas Jordan Driver, 25, David Elliot Moran, 47, and Charles Thomas Newcomb, 42, are now facing up to 30 years in jail. Driver told the informant that he had gotten into a fight with the inmate and that he and Moran wanted him ""six feet under,"" according to court documents.",0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
"Ex-Liverpool boss told he would need to see a dietician before appointment .
Benitez was often mocked as a 'fat Spanish waiter' during his Anfield reign .
Ferrero addresses talk of job swap with Sinisa Mihajlovic heading to Napoli .
Mihajlovic has guided Sampdoria to the brink of European qualification .",Rafael Benitez has been linked with the managerial job at Sampdoria. The Spaniard has been linked with the managerial job at Sampdoria. Sampdoria president Massimo Ferrero has taken inspiration from a favourite chant of the Goodison Park and Old Trafford.,0.38435374702831687,0.17630441663777796,0.27538776593527947,0.33334323339611777
